Cluster,fake_identificacion,Periodo,Region,Zona,Centro,Periodo Admision,Ciclo Academico,Tipo de Programa,Estatus del Curso,Porcentaje de beca,Porcentaje desencuento matricula,Monto descuento automatico,Edad,Sexo,Discapacidad,Porcentaje de discapacidades,Número discapacidades,Metodología de la invest y tec(Bim1),Computación y sociedad(Bim1),Fundamentos de tecnologias(Bim1),Algoritmos y resolución de pro(Bim1),Humanismo universidad y cultu(Bim1),Fundamentos matematicos(Bim1),Metodología de la invest y tec(Bim2),Computación y sociedad(Bim2),Fundamentos de tecnologias(Bim2),Algoritmos y resolución de pro(Bim2),Humanismo universidad y cultu(Bim2),Fundamentos matematicos(Bim2),Metodología de la invest y tec(aaBim1),Computación y sociedad(aaBim1),Fundamentos de tecnologias(aaBim1),Algoritmos y resolución de pro(aaBim1),Humanismo universidad y cultu(aaBim1),Fundamentos matematicos(aaBim1),Metodología de la invest y tec(aaBim2),Computación y sociedad(aaBim2),Fundamentos de tecnologias(aaBim2),Algoritmos y resolución de pro(aaBim2),Humanismo universidad y cultu(aaBim2),Fundamentos matematicos(aaBim2),Metodología de la invest y tec(acdBim1),Computación y sociedad(acdBim1),Fundamentos de tecnologias(acdBim1),Algoritmos y resolucion de pro(acdBim1),Humanismo universidad y cultu(acdBim1),Fundamentos matematicos(acdBim1),Computación y sociedad(acdBim2),Fundamentos de tecnologias(acdBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(acdBim2),Fundamentos matematicos(acdBim2),Metodología de la invest y tec(apeBim1),Computación y sociedad(apeBim1),Fundamentos de tecnologias(apeBim2),Algoritmos y resolucion de pro(acdBim2),Humanismo universidad y cultu(apeBim1),Fundamentos matematicos(apeBim1),Computación y sociedad(apeBim2),Algoritmos y resolución de pro(apeBim2),Componente_1,Componente_2,porcentaje_de_beca
Regular,RUCC88814280109487,202264,GUAYAQUIL,COSTA-CEN,MANTA,202062,1,NUEVO,CURSOS INSCRITOS,10,100,97.94,23,HOMBRE,NO,0,0,6.11,6.46,4.27,7.47,3.34,5.59,0,0,0,0.1,0,0,1.96,2.71,2.27,2.27,1.94,1.57,-1,-1,-1,-1,-1,-1,2.65,1.5,2,2.5,1.4,1.75,0,0,0,0,0,1.5,2.25,-1,2.7,0,2.27,-1,0.1,1.5289197973134618,-0.589162088,202062
Bueno,PQFS09358791945855,202064,GUAYAQUIL,COSTA-INS,SALINAS,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,121.3,30,HOMBRE,NO,0,0,7.8,9.06,8.73,9.42,8.49,9.59,8.63,9.56,8.17,8.86,9.01,9.68,2.4,2.56,2.73,2.92,2.69,3.09,2.28,3.06,2.67,2.67,2.81,3.18,3.3,3.5,3.5,3.5,3.2,3.5,3.5,2.5,3.19,3.4,3.5,2.1,3,2.5,3,2.6,3,3,3,-2.090905097,0.10734444767354427,202062
Bueno,CZVU99829368452194,202064,SANTO DOMINGO,COSTA-NOR,ESMERALDAS,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,161.73,23,MUJER,NO,0,0,9.04,9.34,9.33,9.83,8.75,9.66,7.45,9.5,7.5,9.67,7.4,9.37,2.54,2.84,2.83,3.33,2.75,3.25,0.95,3,1,3.17,1,3.17,3.5,3.5,3.5,3.5,3.4,3.41,3.5,3.5,3.5,3.4,3.33,3,3,3,3,2.6,3,3,3,-2.047985298,0.1134435411944367,202062
Regular,TJCF40490468027852,202162,GUAYAQUIL,COSTA-INS,SALINAS,202062,1,NUEVO,CURSOS INSCRITOS,0,20,137.41,36,HOMBRE,NO,0,0,5.09,6.09,3.8,8,5.14,9.7,0,0,0,0.23,1.6,0.3,2.09,3.09,2.8,2.9,2.64,3.33,-1,-1,-1,-1,-1,0.3,1.5,0,0,2.5,1.5,3.37,0,0,0.13,1.6,0,1.5,3,1,2.6,1,3,-1,0.1,1.2611725290247326,-0.235054438,202062
Bueno,DUNE30298154920300,202064,CUENCA,SIERRA-SUR,GUALACEO,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,61.03,34,MUJER,NO,0,0,8.69,9.88,9.42,9.42,9.48,9.14,7.16,9.13,9.75,9.35,9.35,9.19,2.39,3.38,2.92,2.92,2.98,2.77,2.16,3.14,3.25,2.85,3.15,2.81,3.3,3.5,3.5,3.5,3.5,3.37,3.5,3.5,3.5,3.2,3.38,3,3,3,3,3,3,2.49,3,-2.225015459,0.27618401936543263,202062
Critico,RGVJ69940076521582,202264,QUITO,SIERRA-NOR,TULCAN,202062,1,NUEVO,CURSOS INSCRITOS,0,20,137.41,30,HOMBRE,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,2.941867493634493,-1.402473873,202062
Bueno,XXGO55075172780701,202162,LOJA,SUR,HUAQUILLAS,202062,4,CONTINUO,CURSOS INSCRITOS,40,20,0,20,HOMBRE,NO,0,0,8.5,9.58,9.6,9.58,9.1,9.02,8.78,9.32,9.33,9.57,9.75,9.66,2.3,3.08,3.1,3.08,2.75,2.77,2.73,3.31,2.83,3.17,3.25,3.16,3.5,3.5,3.5,3.5,3.35,3.5,3.5,3.5,3.5,3.5,3.5,2.7,3,3,3,3,2.75,2.51,2.9,-2.289911333,0.22152959251043386,202062
Bueno,KRCM85555358304503,202264,CUENCA,SIERRA-SUR,LA TRONCAL,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,137.28,28,HOMBRE,NO,0,0,9.08,9.88,9.3,9.25,9.88,9.75,9.88,9.94,9.83,9.25,10,9.31,2.58,3.38,2.8,3.25,3.38,3.25,3.38,3.44,3.33,2.75,3.5,2.81,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3,3,-2.429649571,0.362589291,202062
Critico,IKLO65914896742034,202162,GUAYAQUIL,COSTA-INS,GUAYAQUIL - SAMANES,202062,1,NUEVO,CURSOS INSCRITOS,0,20,0,26,HOMBRE,NO,0,0,2,1.95,2.37,3.13,0.4,1.48,0,0,0,0.23,0,0,0.5,0.45,0.57,0.53,0.4,0.58,-1,-1,-1,-1,-1,-1,0.9,0,0,2.5,0,0,0,0,0.13,0,0,0.6,1.5,1.8,0.1,0,0.9,-1,0.1,2.342890879527634,-0.869778605,202062
Bueno,VOBH62253450544237,202264,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,103.06,26,HOMBRE,NO,0,0,7.86,9.38,9.27,8.42,8.81,8.7,9.35,9.38,9,8.36,8.88,8.01,2.01,2.88,2.97,2.42,2.31,2.2,3,2.88,2.5,2.17,2.38,1.63,3.3,3.5,3.5,3,3.5,3.5,3.5,3.5,3.19,3.5,3.38,2.55,3,2.8,3,3,3,3,3,-2.013667252,0.031354646264788975,202062
Bueno,XKAM27508176815702,202264,SANTO DOMINGO,COSTA-NOR,LA CONCORDIA,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,123.76,23,HOMBRE,NO,0,0,8.79,9.88,9.18,9.54,9,9.84,8.76,9.52,9.1,9.3,8.95,9.62,2.59,3.38,2.68,3.04,2.5,3.34,2.56,3.06,3,3,2.45,3.12,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.1,3.5,3.5,3.5,2.7,3,3,3,3,3,2.96,2.8,-2.269523203,0.20774702482465607,202062
Bueno,ARBW75838541608460,202264,QUITO,METROPOLIT,QUITO-SAN RAFAEL,202062,2,CONTINUO,CURSOS RETIRADOS,10,20,164.89,23,HOMBRE,NO,0,0,8.29,9.69,8.8,8.8,9.38,9.62,8.94,9.81,8.78,8.83,9.63,9.03,2.09,3.19,2.5,2.97,2.88,3.12,2.44,3.31,3.08,2.33,3.13,2.53,3.2,3.5,3.5,3.5,3.5,3.5,3.5,2.7,3.5,3.5,3.5,3,3,2.8,2.33,3,3,3,3,-2.186370649,0.17597095702435248,202062
Bueno,TCEY74247611757167,202062,QUITO,SIERRA-NOR,IBARRA,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,50.02,19,HOMBRE,NO,0,0,7.6,9.29,9.13,9.1,8.83,9.04,8.31,9.58,7.5,6.49,8.59,9.21,1.85,3,2.83,3.26,2.38,2.54,1.96,3.08,2.4,1.68,2.59,2.71,3.5,3.5,3.5,3.5,3.45,3.5,3.5,2.7,3.19,3.2,3.5,2.25,2.79,2.8,2.34,3,3,3,1.62,-1.89799262,0.1107818586329554,202062
Critico,OXHE01402689848049,202162,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,1,NUEVO,CURSOS INSCRITOS,0,20,206.12,21,HOMBRE,NO,0,0,0.35,2,0.3,0.33,0.3,1.23,0,0,0,0,0.15,0,0.35,0.5,0.3,0.33,0.3,0.28,-1,-1,-1,-1,0.15,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,-1,0.95,-1,0,2.624087573473035,-0.822364724,202062
Bueno,UKHB85818866861723,202264,CUENCA,SIERRA-SUR,CUENCA,202062,2,CONTINUO,CURSOS INSCRITOS,10,20,64.44,20,HOMBRE,NO,0,0,6.38,9.45,7.8,4.37,8.26,7.69,8.26,9.33,8.35,0.05,6,8.26,1.93,2.95,1.7,1.85,2.16,1.85,1.91,2.83,2.85,-1,2.5,2.51,2.8,3.5,3.5,2.5,3.5,2.89,3.5,3.1,0.03,2.5,2.88,1.65,3,2.6,0.02,2.6,2.95,3,0.02,-1.072513589,0.067162205,202062
Bueno,UJDJ98429837881377,202062,LOJA,SUR,SARAGURO,202062,4,CONTINUO,CURSOS CADUCADOS,10,20,117.19,34,HOMBRE,NO,0,0,7.49,9.56,8.78,9.3,9.11,8.61,8.84,9.01,8.45,8.92,9.05,8.37,2.09,3.06,2.58,2.8,2.88,2.28,2.49,3.06,2.75,2.42,3,2.04,3.3,3.5,3.5,3.5,3.23,3.33,3.5,2.7,3.5,3.45,3.33,2.1,3,2.7,3,3,3,2.45,3,-2.023552962,0.12103015465641852,202062
Bueno,FIJQ61216948782773,202162,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,1,NUEVO,CURSOS INSCRITOS,0,20,206.12,36,HOMBRE,NO,0,0,7.78,9.18,8.73,8.74,8.76,8.69,6.38,9.4,8.53,5.56,8.33,8.67,2.13,2.89,2.43,3.05,2.76,2.39,1.98,3.19,2.93,2.93,2.73,2.17,2.8,3.5,3.5,3,3.3,3.5,3.5,2.9,1.63,2.8,3.5,2.85,2.79,2.8,2.69,2.7,2.8,2.71,1,-1.634426863,-0.177535821,202062
Regular,TPTY80219027732042,202062,QUITO,METROPOLIT,QUITO,202062,1,CONTINUO,CURSOS CADUCADOS,10,20,185.5,23,HOMBRE,NO,0,0,5.9,2.35,1.43,1.37,3.5,6.65,1,5.14,1.58,3.16,1.81,1.81,0.3,0.85,0.43,0.87,0.5,0.48,1,2.71,1.58,1.86,1.56,0.87,2.75,0,0,0,0,3.37,1.5,0,0.7,0,0.94,2.85,1.5,1,0.5,3,2.8,0.93,0.6,0.957528789,0.19457300221453278,202062
Bueno,PECS35064303288087,202264,CUENCA,SIERRA-SUR,PASAJE,202062,4,CONTINUO,CURSOS INSCRITOS,8,20,213.4,28,HOMBRE,NO,0,0,8.59,9.63,9.43,9.42,9.38,8.84,8.43,9.94,9.58,8.02,9.52,8.73,2.29,3.13,2.93,3.17,2.88,2.34,2.08,3.44,3.08,1.83,3.06,2.23,3.3,3.5,3.5,3.25,3.5,3.5,3.5,3.5,3.19,3.46,3.5,3,3,3,3,3,3,3,3,-2.192692581,0.19721056227811562,202062
Regular,TJRB10521066247613,202162,LOJA,SUR,ZARUMA,202062,1,NUEVO,CURSOS INSCRITOS,0,20,206.12,18,HOMBRE,NO,0,0,2.88,6.05,4.19,6.38,3.25,4.62,2.78,8.15,6.95,4.68,3.66,4.93,2.13,2.21,2.09,2.3,2.25,1.62,1.43,2.2,2.7,2.03,2.66,2.08,0.75,1.5,1,2.38,0,0,3.5,2,2.25,0,0,0,2.34,1.1,1.7,1,3,2.45,0.4,0.21661941540945748,-0.106661411,202062
Bueno,AEVD53413495338690,202264,CUENCA,SIERRA-SUR,MACAS,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,206.12,42,HOMBRE,NO,0,0,5.19,8.98,7.83,8.43,8.71,7.77,4.1,8.98,6.72,7.4,7.3,7.91,2.14,3.08,1.93,2.53,2.41,2.06,2.15,3.03,0.87,1.72,1,2.31,2,3.5,3.5,3.2,3.3,3.5,3.5,3.3,2.88,3.3,2.96,1.05,2.4,2.4,2.7,3,2.21,2.45,2.8,-1.455379869,-0.211144676,202062
Bueno,MQAS77353321804927,202264,QUITO,METROPOLIT,QUITO-VILLAFLORA,202062,2,CONTINUO,CURSOS INSCRITOS,60,100,0,18,HOMBRE,NO,0,0,7.36,9.55,9.23,9.07,9.4,9.63,6.83,9.14,7.2,7.76,8.43,8,2.06,3.26,2.93,2.97,3,3.13,2.13,3.21,2.7,1.98,3.33,1.98,2.6,3.5,3.5,3.5,3.4,3.5,3.5,3,3.18,3.3,3.15,2.7,2.79,2.8,2.6,3,3,2.43,2.6,-1.905534933,0.2125635650304526,202062
Bueno,TXHQ49627200504443,202064,GUAYAQUIL,COSTA-INS,GUAYAQUIL - SAMANES,202062,1,CONTINUO,CURSOS INSCRITOS,40,20,48.04,44,HOMBRE,NO,0,0,7.24,9.63,8.43,8.8,7.2,8.81,7.78,8.97,8.95,8.47,6.9,7.95,1.94,3.34,2.5,2.5,1.7,2.31,1.73,2.76,2.45,2.17,1,1.75,2.6,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.2,2.7,2.79,2.43,2.8,2.1,3,2.71,2.8,-1.765981988,-0.248397185,202062
Bueno,HJID95276018941647,202062,GUAYAQUIL,GRAN-GYE,SAMBORONDON,201964,2,CONTINUO,CURSOS INSCRITOS,10,20,137.41,28,HOMBRE,NO,0,0,7.68,9.11,8.4,8.73,8.65,7.91,5.3,8.46,5.2,8.32,5.5,7.95,1.73,2.61,2.2,2.43,2.15,2.09,0.95,2.53,0.8,2.42,1,1.72,2.95,3.5,3.5,3.5,3.5,3.5,3.5,2,3.1,3.5,3.38,3,3,2.7,2.8,3,2.32,2.43,2.8,-1.497326717,-0.151649346,201964
Bueno,QJHP43011239702496,202062,GUAYAQUIL,GRAN-GYE,SAMBORONDON,202062,4,CONTINUO,CURSOS CADUCADOS,10,20,123.67,25,HOMBRE,NO,0,0,8.7,9.83,7.52,9.27,8.98,8.72,6.87,9.46,6.9,8.78,9.03,9.54,2.2,3.33,2.89,2.97,2.63,2.7,2.01,3.25,3.2,2.5,3.13,3.39,3.5,3.5,2.9,3.5,3.35,3.06,3.5,1.3,3.38,3.5,3.15,3,3,1.73,2.8,3,2.96,2.71,2.9,-1.979607856,0.3013176749245443,202062
Bueno,EDUX76931542217811,202062,GUAYAQUIL,GRAN-GYE,GUAYAQUIL - GUASMO,202062,2,CONTINUO,CURSOS RETIRADOS,10,20,38.29,27,HOMBRE,NO,0,0,7.46,8.39,7.98,7.4,8.91,6.75,5.23,9,6.12,6.25,6.61,7.09,2.11,2.79,2.01,2.3,2.81,0.89,1.88,2.75,2.37,2.17,2.56,1.73,2.8,2.6,3.5,2.5,3.3,3.06,3.5,3,3.08,3.05,2.36,2.55,3,2.47,2.6,2.8,2.8,2.75,1,-1.351687166,0.14597719688006394,202062
Bueno,VGXM40172375613662,202164,QUITO,METROPOLIT,QUITO,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,123.76,20,HOMBRE,NO,0,0,7.59,8.06,6.98,7.9,8.33,8.71,7.61,8.11,7.98,8,8.15,8.61,1.39,2.14,1.65,1.97,2.03,2.21,1.71,2.19,2.08,1.75,2.25,2.11,3.5,3.5,3.2,3.13,3.3,3.5,3.5,3.5,3.25,3.3,3.5,2.7,2.42,2.13,2.8,3,3,2.42,3,-1.685283234,-0.131336392,202062
Bueno,ZROY36665515729009,202064,LOJA,SUR,ZAMORA,202062,2,CONTINUO,CURSOS INSCRITOS,30,20,99.16,21,MUJER,NO,0,0,8.36,9.5,9.19,9.12,9.3,9.41,7.64,9.38,8.02,8.25,8.85,8.79,2.56,3,2.72,2.67,3,3.11,1.44,2.88,2.42,1.75,2.75,2.52,2.8,3.5,3.5,3.5,3.3,3.5,3.5,3.2,3.5,3.1,3.27,3,3,2.97,2.95,3,2.8,3,3,-2.012052534,0.18591711767946129,202062
Critico,YQLZ29375661944246,202264,SANTO DOMINGO,COSTA-NOR,SANTO DOMINGO,202062,2,CONTINUO,CURSOS INSCRITOS,0,20,67.31,34,HOMBRE,NO,0,0,1.86,2.25,-1,-1,2.83,-1,0,0,-1,-1,0.2,-1,1.86,2.25,-1,-1,1.63,-1,-1,-1,-1,-1,0.2,-1,0,0,-1,-1,1.2,-1,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,2.9008885638568382,-0.317994184,202062
Bueno,NMGM61796531351652,202162,SANTO DOMINGO,COSTA-NOR,SANTO DOMINGO,202062,4,CONTINUO,CURSOS INSCRITOS,0,20,137.41,23,HOMBRE,NO,0,0,8.33,9.54,9.04,9.22,8.9,8.7,8.38,9.26,8.67,9.3,9.5,8.88,2.33,3.25,2.54,3.04,3.2,2.2,2.18,3.31,2.87,2.92,3,2.53,3,3.5,3.5,3.38,3.5,3.5,3.5,3.1,3.38,3.5,3.35,3,2.79,3,2.8,2.2,3,2.45,3,-2.118321152,0.16940167635347106,202062
Bueno,DSIY69313682857036,202062,GUAYAQUIL,COSTA-INS,SALINAS,202062,4,CONTINUO,CURSOS INSCRITOS,0,20,231.95,19,MUJER,NO,0,0,7.6,9.5,7.21,8.85,8.59,9.18,8.74,8.73,9.15,8.5,8.94,8.66,2.05,3,1.98,2.51,2.14,2.68,2.24,2.78,2.65,2.35,2.44,2.16,3.3,3.5,3.5,3.44,3.45,3.5,3.5,3.5,3.25,3.5,3.5,2.25,3,1.73,2.9,3,3,2.45,2.9,-1.957291366,0.073951791,202062
Bueno,XLRA52680399712646,202062,GUAYAQUIL,COSTA-INS,DAULE,202062,4,CONTINUO,CURSOS INSCRITOS,8,20,213.4,29,MUJER,NO,0,0,8.96,9.43,7.97,9.22,9.38,8.88,8.61,9.35,9.47,9.23,9.56,8.92,2.46,3.14,2.3,2.92,2.88,2.73,2.11,3.14,2.97,3.08,3.06,2.77,3.5,3.5,3.5,3.5,3.5,3.15,3.5,3.5,3.25,3.5,3.15,3,2.79,2.17,2.8,3,3,2.71,2.9,-2.169405457,0.25170380324623914,202062
Bueno,XXYP41468932935760,202264,SANTO DOMINGO,COSTA-NOR,SANTO DOMINGO,202062,1,NUEVO,CURSOS INSCRITOS,10,20,185.5,21,HOMBRE,NO,0,0,7.99,9.63,7.6,8.95,9.33,8.86,7.81,9.31,6.92,9.05,9.5,8.08,2.29,3.13,2.1,2.75,3.13,2.56,2.06,2.81,2.72,2.75,3,2.05,2.85,3.5,3,3.5,3.2,3.5,3.5,2.1,3.5,3.5,3.03,2.85,3,2.5,2.7,3,2.8,3,2.8,-1.841294157,-0.176582241,202062
Bueno,HJPR44667761538264,202064,GUAYAQUIL,GRAN-GYE,GUAYAQUIL - GUASMO,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,175.8,27,HOMBRE,NO,0,0,6.5,9.32,8.4,8.57,5.8,9.03,8.35,9.31,9.25,8.6,9.25,7.93,2,3.03,2.47,2.37,1.9,2.77,2.15,2.88,2.75,2.45,2.75,2.01,3,3.5,3.5,3.5,1.5,3.5,3.5,3.5,3.25,3.5,2.92,1.5,2.79,2.43,2.7,2.4,2.76,2.93,2.9,-1.816830034,-0.052417445,202062
Bueno,ATND64334377966702,202264,GUAYAQUIL,COSTA-INS,MILAGRO,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,107.59,19,HOMBRE,NO,0,0,7.65,9.19,8.35,9.22,7.83,8.04,7.36,9.04,8.52,8.98,8.3,7.72,2,2.69,1.85,2.72,2.43,2.13,1.81,2.9,2.62,2.58,2.5,2.08,2.65,3.5,3.5,3.5,3,3.15,3.5,3.5,3.5,3.2,2.86,3,3,3,3,2.4,2.76,2.64,2.9,-1.836122711,0.052451594,202062
Bueno,NSBL88134516938389,202062,GUAYAQUIL,GRAN-GYE,DURAN,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,192.06,30,HOMBRE,NO,0,0,8.08,9.45,9.3,9.1,9.13,9.22,8.53,9.05,8.92,8.48,9.13,9.04,2.23,2.95,2.8,2.9,2.63,2.72,2.03,3.06,2.42,2.33,2.63,2.54,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,2.85,3,3,2.7,3,3,2.49,2.9,-2.089069998,0.11353405322427636,202062
Critico,UQRF61336124952390,202264,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,1,NUEVO,CURSOS INSCRITOS,10,20,185.5,27,HOMBRE,NO,0,0,0,0,0,0.23,0,0,0,0,0,0.23,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.13,0,0,0,0,0.13,0,0,0,-1,-1,0.1,-1,-1,-1,0.1,2.9344739282163856,-1.443379929,202062
Bueno,IWIU12355508533414,202164,GUAYAQUIL,GRAN-GYE,GUAYAQUIL,202062,3,CONTINUO,CURSOS INSCRITOS,40,20,0,19,HOMBRE,NO,0,0,7.05,9,8.06,9.4,9.29,8.76,7.5,8.13,7.07,6.71,9.5,9.17,1.85,2.71,2.19,3,2.94,2.36,1.6,2.81,2.67,2.33,3,2.9,2.65,3.5,3.5,3.5,3.45,3.5,3.5,2,3.38,3.5,3.27,2.55,2.79,2.37,2.9,2.9,2.9,1.82,1,-1.725006426,0.16275388198803661,202062
Bueno,ZPED37193101291402,202062,GUAYAQUIL,COSTA-INS,SALINAS,201964,4,CONTINUO,CURSOS INSCRITOS,18,20,192.06,23,HOMBRE,NO,0,0,8.15,9.89,9.28,8.87,9.73,9.15,8.19,9.81,9.89,8.93,9.56,9.79,2.2,3.39,3.08,2.67,3.38,2.86,1.99,3.38,3.39,2.75,3.06,3.46,3.1,3.5,3.2,3.5,3.35,3.29,3.5,3.5,3.28,3.5,3.33,2.85,3,3,2.7,3,3,2.93,2.9,-2.261689375,0.2784822672918841,201964
Regular,BDAL70224627856937,202062,QUITO,SIERRA-NOR,JOYA DE LOS SACHAS,202062,1,NUEVO,CURSOS INSCRITOS,0,20,206.12,23,HOMBRE,NO,0,0,5.06,7.99,8.32,7.42,3.81,8.63,0,0,0.57,0.43,0,0,2.36,2.78,2.22,2.12,2.01,2.57,-1,-1,0.57,0.2,-1,-1,1.2,3.5,3.5,2.5,1.8,3.4,0,0,0.13,0,0,1.5,1.71,2.6,2.8,0,2.66,-1,0.1,1.053620569,-0.594684995,202062
Critico,GRVZ79842595692353,202262,QUITO,METROPOLIT,QUITO,202062,1,NUEVO,CURSOS INSCRITOS,0,20,394.44,40,MUJER,NO,0,0,0,0.45,0,0.53,0,0,0,0,0,0.23,0,0,-1,0.45,-1,0.3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.13,0,0,0,0,0.13,0,0,0,-1,-1,0.1,-1,-1,-1,0.1,2.868120019876605,-1.281157751,202062
Critico,RSLI10528370088903,202062,GUAYAQUIL,COSTA-INS,LA TRONCAL,202062,1,NUEVO,CURSOS INSCRITOS,100,20,0,27,HOMBRE,NO,0,0,0,0,0,0.23,0,0,0,0,0,0.23,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.13,0,0,0,0,0.13,0,0,0,-1,-1,0.1,0,-1,-1,0.1,2.9196736396423204,-1.363090025,202062
Bueno,HUYH54725235855763,202062,CUENCA,SIERRA-SUR,SUCUA,202062,1,NUEVO,CURSOS INSCRITOS,0,20,206.12,27,HOMBRE,NO,0,0,7.7,9.63,8.03,9.47,9.46,9.36,6.85,6.9,4.85,4.48,5.4,3.94,2.15,3.13,2.42,3.22,3.31,2.96,0.8,0.95,1,1,1,0.94,2.85,3.5,3.28,3.45,3.25,3.4,3.5,1.6,2.38,2,0,2.7,3,2.33,2.8,2.9,3,2.45,1.1,-0.93142094,-0.223769614,202062
Regular,DRFK03942061538409,202262,SANTO DOMINGO,COSTA-NOR,SAN MIGUEL DE LOS BANCOS,202062,1,NUEVO,CURSOS INSCRITOS,0,20,137.41,44,HOMBRE,NO,0,0,5.35,5.45,4.29,3.45,6.5,6.71,0,0,0,0.23,0,0,0.75,0.95,0.67,0.97,1,0.76,-1,-1,-1,-1,-1,-1,2.5,1.5,1.2,2.38,2.9,3,0,0,0.13,0,0,2.1,3,2.42,0.1,2.6,2.95,-1,0.1,1.4930215295230422,-0.669590824,202062
Bueno,CRRZ56400387509397,202264,QUITO,SIERRA-NOR,COCA,202062,4,CONTINUO,CURSOS INSCRITOS,40,20,189.28,18,MUJER,NO,0,0,8.66,9.25,8.85,9.48,8.41,8.33,8.68,9.69,8.07,8.88,9.2,8.64,2.61,2.9,2.48,2.98,2.36,1.93,2.33,3.19,3.07,2.8,3,2.49,3.5,3.5,3.5,3.5,3.05,3.5,3.5,2.75,3.28,3.2,3.15,2.55,2.85,2.87,3,3,2.9,3,2.8,-2.062103771,0.2618798306189827,202062
Regular,GRVH83971542733035,202062,CUENCA,SIERRA-SUR,CUENCA,202062,1,NUEVO,CURSOS INSCRITOS,0,20,0,30,HOMBRE,NO,0,0,6.4,9.39,8.47,6.53,8.89,9.07,0,0,0,0.23,0,0.18,2.05,2.89,2.54,2.35,2.39,2.93,-1,-1,-1,-1,-1,0.18,1.5,3.5,3.5,3.38,3.5,3.24,0,0,0.13,0,0,2.85,3,2.43,0.8,3,2.9,-1,0.1,0.8044813129760967,-0.414235032,202062
Incierto,BVQO96708489186584,202064,SANTO DOMINGO,COSTA-NOR,SANTO DOMINGO,202062,3,CONTINUO,CURSOS INSCRITOS,8,20,168.68,23,HOMBRE,NO,0,0,8.05,8.96,9.39,9.82,-1,-1,8.41,9.56,8.97,9.58,-1,-1,2.05,3.01,2.89,3.32,-1,-1,2.06,3.13,2.47,3.08,-1,-1,3.3,3.2,3.5,3.5,-1,-1,3.43,3.5,3.5,-1,-1,2.7,2.75,3,3,-1,-1,3,3,-0.173607181,-0.372569367,202062
Bueno,YDEL00311282885325,202162,CUENCA,SIERRA-SUR,MACHALA,202062,4,CONTINUO,CURSOS INSCRITOS,18,20,121.3,23,MUJER,NO,0,0,8.19,9.74,8.39,9.25,9.08,8.7,8.7,9.07,9.42,9.07,9.5,9.09,1.99,3.24,2.92,2.95,2.58,2.71,2.2,3.08,2.92,2.67,3,2.71,3.5,3.5,3.5,3.5,3.5,3.33,3.5,3.5,3.5,3.5,3.38,2.7,3,1.97,2.8,3,2.66,2.49,2.9,-2.13955586,0.18484601337895654,202062
Regular,GAVA08260703074412,202264,QUITO,METROPOLIT,QUITO-CARCELEN,202062,4,CONTINUO,CURSOS INSCRITOS,10,20,175.8,20,HOMBRE,NO,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.34,2.84,2.29,2.58,2.13,2.06,1.55,-1,2.16,2.42,3.38,3.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8,3,1.2,2.4,3,3,-1,-1,2.3974284341258008,1.5527214236311537,202062
