ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2
4,CONTINUO,CURSOS INSCRITOS,8,100,70.26,22,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.43,3.2,2.37,3.02,3.0,1.95,0.8,0.95,0.97,1.0,1.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.1,2.5,3.25,3.25,3.27,-1.0,-1.0,Regular,2.4840029825654106,1.6966615153507179
1,CONTINUO,CURSOS INSCRITOS,0,100,43.53,32,HOMBRE,NO,0,0,1.55,1.07,-1.0,-1.0,1.8,1.84,0.3,0.0,-1.0,-1.0,2.35,0.0,0.65,-1.0,-1.0,-1.0,0.8,0.33,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.0,-1.0,-1.0,0.0,1.51,0.0,-1.0,-1.0,1.35,0.0,-1.0,1.07,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,Critico,2.7080712163169367,-0.5617052148291922
5,CONTINUO,CURSOS INSCRITOS,50,20,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.84,2.64,2.67,2.5,2.5,2.13,0.95,0.95,1.0,1.0,1.0,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.03,2.55,3.5,3.5,3.24,3.5,-1.0,-1.0,Regular,2.487522907866273,1.653787925355644
5,CONTINUO,CURSOS INSCRITOS,10,20,94.25,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.64,2.84,2.5,2.75,2.67,1.91,0.95,0.95,0.97,0.95,1.0,0.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,2.7,1.8,3.5,3.34,3.33,-1.0,-1.0,Regular,2.5163367718806287,1.5761314864459233
3,NUEVO,CURSOS INSCRITOS,10,20,144.74,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,2.88,2.0,2.67,2.0,2.66,1.83,1.0,1.0,0.95,2.31,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.95,3.5,3.5,3.0,2.8,2.3,-1.0,-1.0,Regular,2.5422534133267334,1.2465130299605085
5,CONTINUO,CURSOS INSCRITOS,10,20,175.8,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.65,2.73,2.0,2.31,2.69,1.71,0.8,0.8,0.9,0.78,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.5,3.5,3.33,-1.0,-1.0,Regular,2.4982385652920174,1.6821456928824936
3,CONTINUO,CURSOS CADUCADOS,10,20,61.83,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.74,2.9,2.0,2.42,2.56,2.19,2.2,0.75,0.9,2.79,1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.66,3.5,1.8,2.5,2.75,3.28,-1.0,-1.0,Regular,2.481525477017276,1.533554328838049
3,CONTINUO,CURSOS INSCRITOS,10,20,61.83,30,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.26,2.83,3.17,2.15,3.21,2.91,0.8,0.9,1.0,0.75,0.95,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,3.15,3.5,3.5,1.66,-1.0,-1.0,Regular,2.480750371958578,1.6428760857026414
3,CONTINUO,CURSOS CADUCADOS,40,20,31.94,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.61,2.86,2.47,2.95,2.84,2.46,0.85,1.0,0.97,0.9,0.95,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,2.95,3.2,3.5,3.0,2.98,-1.0,-1.0,Regular,2.4771687619743377,1.654193125603828
5,CONTINUO,CURSOS INSCRITOS,10,20,164.81,25,MUJER,NO,0,0,7.84,-1.0,-1.0,-1.0,8.93,-1.0,6.48,-1.0,-1.0,-1.0,8.49,-1.0,2.04,2.46,2.23,2.33,2.63,2.08,1.7,1.0,0.97,0.9,2.19,0.73,2.8,-1.0,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,3.0,2.88,2.95,3.5,3.0,3.5,-1.0,-1.0,Regular,1.3751289234686328,1.6884860821439305
2,CONTINUO,CURSOS INSCRITOS,10,20,64.14,20,MUJER,NO,0,0,8.58,9.5,-1.0,-1.0,8.45,-1.0,7.64,9.69,-1.0,-1.0,8.73,-1.0,2.34,3.0,0.97,0.99,3.25,0.98,2.64,3.19,1.0,1.0,3.13,0.87,3.5,3.5,-1.0,-1.0,2.8,-1.0,3.5,-1.0,-1.0,3.0,-1.0,2.74,3.0,3.5,3.5,2.4,3.15,3.0,-1.0,Incierto,0.420074116760285,1.58190849652664
2,CONTINUO,CURSOS INSCRITOS,10,20,73.25,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.85,2.66,1.93,2.35,2.46,2.1,1.0,0.95,1.0,0.95,2.06,0.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,3.0,1.8,3.5,3.0,3.37,-1.0,-1.0,Regular,2.527857070450848,1.46333110339587
2,CONTINUO,CURSOS INSCRITOS,8,20,0.0,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.51,3.31,2.67,3.06,2.76,2.89,0.95,1.0,1.0,1.0,1.0,0.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.95,3.5,3.5,3.4,3.25,3.5,-1.0,-1.0,Regular,2.436951322480856,1.7128036490996177
2,CONTINUO,CURSOS INSCRITOS,0,20,59.25,27,HOMBRE,NO,0,0,7.45,8.79,-1.0,-1.0,7.81,2.06,1.63,5.89,-1.0,-1.0,2.75,0.38,2.45,2.5,-1.0,-1.0,3.31,1.06,1.63,3.14,-1.0,-1.0,2.75,0.38,3.5,3.5,-1.0,-1.0,1.5,0.0,1.5,-1.0,-1.0,0.0,0.0,1.5,2.79,-1.0,-1.0,3.0,1.0,1.25,-1.0,Incierto,1.359154075874152,0.6301238832051352
4,CONTINUO,CURSOS INSCRITOS,0,20,91.68,19,HOMBRE,NO,0,0,8.66,9.41,-1.0,-1.0,9.38,-1.0,7.76,9.21,-1.0,-1.0,8.88,-1.0,2.46,2.91,2.3,2.31,2.88,1.42,2.01,2.71,0.77,0.7,2.38,0.56,3.5,3.5,-1.0,-1.0,3.5,-1.0,3.5,-1.0,-1.0,3.5,-1.0,2.7,3.0,3.5,3.5,3.0,3.41,3.0,-1.0,Incierto,0.3685675094758237,1.5891675289333647
3,CONTINUO,CURSOS RETIRADOS,100,20,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.73,3.0,2.67,3.0,2.69,2.7,1.0,1.0,1.0,1.0,1.0,0.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,2.9,3.5,3.5,3.5,-1.0,-1.0,Regular,2.4323050437746137,1.8143024025337338
5,CONTINUO,CURSOS INSCRITOS,60,20,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.14,2.56,1.87,2.5,2.58,2.59,1.0,1.0,1.0,1.0,1.0,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,3.5,3.5,1.4,3.33,-1.0,-1.0,Regular,2.505117129522225,1.6075147634410907
5,CONTINUO,CURSOS INSCRITOS,20,20,0.0,30,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.26,3.08,2.13,3.06,3.0,2.68,0.85,0.95,1.0,0.83,1.0,0.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.3,3.5,3.5,3.5,-1.0,-1.0,Regular,2.432922446956289,1.7894444854309723
4,NUEVO,CURSOS INSCRITOS,10,20,57.27,23,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3,3.01,2.1,2.43,2.93,2.45,2.34,1.0,0.93,0.7,0.95,0.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,3.5,2.3,3.28,2.28,3.27,-1.0,-1.0,Regular,2.5762984287029096,1.249453762225042
5,CONTINUO,CURSOS INSCRITOS,10,20,136.77,18,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.23,2.81,2.1,3.33,2.69,2.35,2.18,0.45,0.97,2.51,0.95,0.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.65,3.35,2.8,3.5,3.33,-1.0,-1.0,Regular,2.4215776569456007,1.7328829357871791
4,CONTINUO,CURSOS INSCRITOS,0,20,85.92,62,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,2.79,2.7,3.12,2.73,2.28,0.75,0.45,0.87,0.35,0.85,0.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.35,3.5,3.5,3.5,2.86,-1.0,-1.0,Regular,2.4812725957518356,1.615201642268942
5,CONTINUO,CURSOS INSCRITOS,8,20,134.78,41,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.16,3.0,2.93,2.82,2.78,2.68,0.8,0.9,0.93,0.93,0.95,0.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,2.7,3.25,3.5,3.5,3.5,-1.0,-1.0,Regular,2.438643099615399,1.717196904646648
5,CONTINUO,CURSOS INSCRITOS,8,20,89.85,29,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.43,2.84,2.53,2.58,2.94,2.6,1.0,0.9,0.9,0.98,0.95,0.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.25,3.5,3.5,-1.0,-1.0,Regular,2.434956502366727,1.7780084059924544
5,CONTINUO,CURSOS INSCRITOS,8,20,0.0,37,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.61,3.06,2.0,2.88,2.89,3.13,0.8,1.0,0.87,1.0,0.95,0.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.2,3.5,2.5,3.5,-1.0,-1.0,Regular,2.4429503857190995,1.7223316837937124
2,CONTINUO,CURSOS INSCRITOS,0,20,59.25,35,HOMBRE,NO,0,0,-1.0,9.63,-1.0,-1.0,9.75,8.23,-1.0,9.63,-1.0,-1.0,8.65,8.6,-1.0,3.13,-1.0,-1.0,3.25,1.93,-1.0,3.13,-1.0,-1.0,2.75,2.62,-1.0,3.5,-1.0,-1.0,3.5,3.5,3.5,-1.0,-1.0,3.3,2.98,-1.0,3.0,-1.0,-1.0,3.0,2.8,3.0,-1.0,Incierto,0.6588001740272297,0.11984371251546046
2,CONTINUO,CURSOS INSCRITOS,0,20,63.64,28,HOMBRE,NO,0,0,-1.0,7.71,-1.0,-1.0,6.53,-1.0,-1.0,8.85,-1.0,-1.0,4.79,-1.0,-1.0,3.21,-1.0,-1.0,2.43,2.45,-1.0,2.86,-1.0,-1.0,2.59,3.22,-1.0,1.5,-1.0,-1.0,1.2,-1.0,3.5,-1.0,-1.0,1.2,-1.0,-1.0,3.0,-1.0,-1.0,2.9,1.32,2.49,-1.0,Incierto,1.7716134309871285,0.4884106008334282
4,CONTINUO,CURSOS INSCRITOS,0,20,95.46,27,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.99,3.2,2.37,2.46,2.98,3.0,0.85,1.0,0.93,0.73,0.9,2.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,2.0,2.0,3.0,3.0,-1.0,-1.0,Regular,2.4699221330191063,1.6025146753210462
5,CONTINUO,CURSOS INSCRITOS,18,20,113.86,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.44,3.21,2.8,2.58,3.03,2.8,0.65,0.9,0.73,0.85,0.95,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,3.5,3.3,3.5,3.44,3.5,-1.0,-1.0,Regular,2.4484511482799562,1.7741211095192413
3,CONTINUO,CURSOS INSCRITOS,10,20,103.06,28,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.13,3.13,2.47,3.0,2.73,2.09,0.65,1.0,0.93,0.95,1.0,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,2.9,3.25,3.5,3.46,-1.0,-1.0,Regular,2.4641593997276754,1.6792799717555529
5,CONTINUO,CURSOS INSCRITOS,40,20,0.0,23,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.16,3.25,2.57,2.93,2.99,2.57,0.65,1.0,1.0,1.0,1.0,0.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.5,3.0,3.41,-1.0,-1.0,Regular,2.434160615603059,1.7919775772691455
4,CONTINUO,CURSOS INSCRITOS,10,20,123.76,19,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.58,2.58,1.8,1.93,2.35,1.44,0.5,0.8,0.87,0.93,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.5,2.9,3.05,3.3,3.0,-1.0,-1.0,Regular,2.5659810435644155,1.500830860467792
1,CONTINUO,CURSOS INSCRITOS,10,100,0.0,40,HOMBRE,NO,0,0,2.11,7.25,-1.0,-1.0,7.1,-1.0,2.85,4.67,-1.0,-1.0,2.95,-1.0,1.96,2.31,-1.0,-1.0,2.1,-1.0,0.4,0.5,-1.0,-1.0,0.95,-1.0,0.0,3.5,-1.0,-1.0,2.0,-1.0,1.5,-1.0,-1.0,2.0,-1.0,0.15,1.44,-1.0,-1.0,3.0,-1.0,2.67,-1.0,Incierto,1.9595335439334627,0.1067381207590526
3,CONTINUO,CURSOS CADUCADOS,50,20,0.0,25,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.69,2.89,2.5,2.53,3.09,1.8,0.8,1.0,0.93,0.85,0.85,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,2.6,3.5,3.5,2.93,3.05,-1.0,-1.0,Regular,2.5121536187959093,1.59607077903472
3,CONTINUO,CURSOS CADUCADOS,0,100,160.48,29,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.06,3.13,2.8,2.97,3.06,1.66,0.8,0.9,0.87,0.88,1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.85,3.5,3.5,3.5,3.5,1.53,-1.0,-1.0,Regular,2.503902019722162,1.6413562881659107
3,CONTINUO,CURSOS CADUCADOS,60,20,0.0,41,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.48,3.38,2.77,3.06,3.23,2.79,0.9,1.0,0.93,1.0,1.0,0.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,3.43,3.5,2.75,2.75,3.21,-1.0,-1.0,Regular,2.4390073288863645,1.7138365643767701
4,CONTINUO,CURSOS INSCRITOS,5,20,101.58,25,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,8.31,8.13,-1.0,-1.0,-1.0,-1.0,7.06,7.99,1.98,3.28,2.3,2.67,1.81,2.04,1.0,1.0,0.93,1.0,2.56,2.01,-1.0,-1.0,-1.0,-1.0,3.5,3.33,-1.0,-1.0,-1.0,3.5,2.98,3.5,3.5,3.5,3.5,3.0,2.76,-1.0,-1.0,Regular,1.1298058596301006,1.3005975249967088
6,CONTINUO,CURSOS INSCRITOS,0,20,85.68,31,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,8.75,9.19,-1.0,-1.0,-1.0,-1.0,8.19,9.26,1.74,2.4,1.57,-1.0,2.25,2.86,1.0,0.95,0.97,-1.0,1.69,2.91,-1.0,-1.0,-1.0,-1.0,3.5,3.33,-1.0,-1.0,-1.0,3.5,3.35,2.1,3.5,3.35,-1.0,3.0,3.0,-1.0,-1.0,Regular,1.2645708905734938,0.8525855261602092
2,CONTINUO,CURSOS INSCRITOS,0,20,160.48,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.61,2.29,3.07,2.13,2.88,2.31,0.45,1.0,0.93,1.0,1.0,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,3.5,3.35,3.5,3.25,3.06,-1.0,-1.0,Regular,2.4931295379412397,1.616507548672764
4,CONTINUO,CURSOS INSCRITOS,10,20,183.8,18,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,2.45,2.47,2.25,3.13,2.02,1.0,0.95,1.0,1.0,0.95,0.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.43,3.35,3.2,1.0,3.25,1.53,-1.0,-1.0,Regular,2.5511581799368974,1.5706525859912486
2,CONTINUO,CURSOS INSCRITOS,100,20,0.0,20,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.04,3.39,2.3,2.25,3.33,2.84,0.65,0.95,1.0,0.85,1.0,0.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,1.5,3.28,3.5,2.63,3.5,-1.0,-1.0,Regular,2.5184197146942675,1.5639576110215772
2,CONTINUO,CURSOS CADUCADOS,100,20,0.0,19,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.86,2.88,1.9,2.82,2.5,1.91,1.0,1.0,1.0,1.0,1.0,0.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,1.6,2.99,3.5,3.25,3.38,-1.0,-1.0,Regular,2.53428653921176,1.601005953578751
2,NUEVO,CURSOS INSCRITOS,10,100,142.25,25,HOMBRE,NO,0,0,6.31,9.16,-1.0,-1.0,-1.0,-1.0,7.74,8.95,-1.0,-1.0,-1.0,-1.0,1.96,2.89,2.17,2.91,2.35,1.4,2.14,2.56,0.9,1.0,1.0,0.73,3.15,3.39,-1.0,-1.0,-1.0,-1.0,3.49,-1.0,-1.0,-1.0,-1.0,1.2,2.88,2.7,3.5,2.95,3.13,2.9,-1.0,Incierto,1.30884076083273,1.0364071078146209
3,CONTINUO,CURSOS CADUCADOS,50,20,0.0,23,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.45,3.39,2.93,2.96,3.1,2.96,0.75,1.0,1.0,0.88,0.95,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.5,3.5,3.33,-1.0,-1.0,Regular,2.4171211276888775,1.8301438634575693
2,CONTINUO,CURSOS INSCRITOS,15,20,145.73,33,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.35,2.95,2.4,2.65,2.83,2.03,0.9,1.0,0.97,1.0,0.9,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.13,2.9,3.5,3.39,3.47,-1.0,-1.0,Regular,2.474978455580064,1.6268293622321262
3,CONTINUO,CURSOS INSCRITOS,10,20,103.06,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.31,3.38,2.43,2.42,2.63,2.52,0.55,1.0,0.9,0.98,1.0,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,3.35,2.9,3.5,1.0,2.92,-1.0,-1.0,Regular,2.5278492190538593,1.5019025755457982
3,CONTINUO,CURSOS CADUCADOS,15,20,59.25,29,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,9.81,-1.0,-1.0,-1.0,-1.0,-1.0,9.51,-1.0,1.94,2.9,1.97,2.45,3.31,2.65,0.75,1.0,0.83,0.73,3.01,0.73,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,3.2,3.5,3.2,3.5,3.0,3.33,-1.0,-1.0,Regular,1.7137570278627106,1.7030873288102408
5,CONTINUO,CURSOS INSCRITOS,10,20,143.45,21,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.08,2.19,1.77,2.33,2.0,1.43,0.95,1.0,0.97,1.0,1.0,0.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,3.31,3.5,2.25,2.43,3.28,-1.0,-1.0,Regular,2.554308854807973,1.4660172867630898
3,CONTINUO,CURSOS INSCRITOS,30,20,99.16,27,HOMBRE,NO,0,0,9.25,9.28,9.15,9.67,9.33,9.27,8.8,8.99,9.51,8.81,9.31,8.56,2.75,3.14,2.72,3.22,2.98,2.77,2.34,3.38,3.01,2.62,2.81,2.06,3.5,3.5,3.47,3.45,3.35,3.5,3.1,3.5,3.19,3.5,3.5,3.0,2.64,2.96,3.0,3.0,3.0,2.51,3.0,Bueno,-2.178016052426625,0.18652879289091415
4,CONTINUO,CURSOS INSCRITOS,100,20,0.0,29,HOMBRE,NO,0,0,8.94,9.6,9.07,9.64,9.19,9.52,7.18,9.63,9.38,8.21,9.38,8.88,2.44,3.13,2.72,3.14,2.69,3.19,2.44,3.13,3.08,2.33,2.88,2.38,3.5,3.5,3.35,3.5,3.5,3.33,3.5,3.3,2.88,3.5,3.5,3.0,2.97,3.0,3.0,3.0,3.0,3.0,3.0,Bueno,-2.179175648735752,0.24302103752632237
